Time (s) ;Actor_1_Hips_X (mm) ; Actor_1_Hips_Y (mm) ; Actor_1_Hips_Z (mm) ; Actor_1_Spine_X (mm) ; Actor_1_Spine_Y (mm) ; Actor_1_Spine_Z (mm) ; Actor_1_Spine1_X (mm) ; Actor_1_Spine1_Y (mm) ; Actor_1_Spine1_Z (mm) ; Actor_1_Spine2_X (mm) ; Actor_1_Spine2_Y (mm) ; Actor_1_Spine2_Z (mm) ; Actor_1_Neck_X (mm) ; Actor_1_Neck_Y (mm) ; Actor_1_Neck_Z (mm) ; Actor_1_Head_X (mm) ; Actor_1_Head_Y (mm) ; Actor_1_Head_Z (mm) ; Actor_1_LeftShoulder_X (mm) ; Actor_1_LeftShoulder_Y (mm) ; Actor_1_LeftShoulder_Z (mm) ; Actor_1_LeftArm_X (mm) ; Actor_1_LeftArm_Y (mm) ; Actor_1_LeftArm_Z (mm) ; Actor_1_LeftForeArm_X (mm) ; Actor_1_LeftForeArm_Y (mm) ; Actor_1_LeftForeArm_Z (mm) ; Actor_1_LeftHand_X (mm) ; Actor_1_LeftHand_Y (mm) ; Actor_1_LeftHand_Z (mm) ; Actor_1_LeftHandIndex1_X (mm) ; Actor_1_LeftHandIndex1_Y (mm) ; Actor_1_LeftHandIndex1_Z (mm) ; Actor_1_LeftHandIndex2_X (mm) ; Actor_1_LeftHandIndex2_Y (mm) ; Actor_1_LeftHandIndex2_Z (mm) ; Actor_1_LeftHandIndex3_X (mm) ; Actor_1_LeftHandIndex3_Y (mm) ; Actor_1_LeftHandIndex3_Z (mm) ; Actor_1_LeftHandMiddle1_X (mm) ; Actor_1_LeftHandMiddle1_Y (mm) ; Actor_1_LeftHandMiddle1_Z (mm) ; Actor_1_LeftHandMiddle2_X (mm) ; Actor_1_LeftHandMiddle2_Y (mm) ; Actor_1_LeftHandMiddle2_Z (mm) ; Actor_1_LeftHandMiddle3_X (mm) ; Actor_1_LeftHandMiddle3_Y (mm) ; Actor_1_LeftHandMiddle3_Z (mm) ; Actor_1_LeftHandRing1_X (mm) ; Actor_1_LeftHandRing1_Y (mm) ; Actor_1_LeftHandRing1_Z (mm) ; Actor_1_LeftHandRing2_X (mm) ; Actor_1_LeftHandRing2_Y (mm) ; Actor_1_LeftHandRing2_Z (mm) ; Actor_1_LeftHandRing3_X (mm) ; Actor_1_LeftHandRing3_Y (mm) ; Actor_1_LeftHandRing3_Z (mm) ; Actor_1_LeftHandPinky1_X (mm) ; Actor_1_LeftHandPinky1_Y (mm) ; Actor_1_LeftHandPinky1_Z (mm) ; Actor_1_LeftHandPinky2_X (mm) ; Actor_1_LeftHandPinky2_Y (mm) ; Actor_1_LeftHandPinky2_Z (mm) ; Actor_1_LeftHandPinky3_X (mm) ; Actor_1_LeftHandPinky3_Y (mm) ; Actor_1_LeftHandPinky3_Z (mm) ; Actor_1_LeftHandThumb1_X (mm) ; Actor_1_LeftHandThumb1_Y (mm) ; Actor_1_LeftHandThumb1_Z (mm) ; Actor_1_LeftHandThumb2_X (mm) ; Actor_1_LeftHandThumb2_Y (mm) ; Actor_1_LeftHandThumb2_Z (mm) ; Actor_1_LeftHandThumb3_X (mm) ; Actor_1_LeftHandThumb3_Y (mm) ; Actor_1_LeftHandThumb3_Z (mm) ; Actor_1_RightShoulder_X (mm) ; Actor_1_RightShoulder_Y (mm) ; Actor_1_RightShoulder_Z (mm) ; Actor_1_RightArm_X (mm) ; Actor_1_RightArm_Y (mm) ; Actor_1_RightArm_Z (mm) ; Actor_1_RightForeArm_X (mm) ; Actor_1_RightForeArm_Y (mm) ; Actor_1_RightForeArm_Z (mm) ; Actor_1_RightHand_X (mm) ; Actor_1_RightHand_Y (mm) ; Actor_1_RightHand_Z (mm) ; Actor_1_RightHandIndex1_X (mm) ; Actor_1_RightHandIndex1_Y (mm) ; Actor_1_RightHandIndex1_Z (mm) ; Actor_1_RightHandIndex2_X (mm) ; Actor_1_RightHandIndex2_Y (mm) ; Actor_1_RightHandIndex2_Z (mm) ; Actor_1_RightHandIndex3_X (mm) ; Actor_1_RightHandIndex3_Y (mm) ; Actor_1_RightHandIndex3_Z (mm) ; Actor_1_RightHandMiddle1_X (mm) ; Actor_1_RightHandMiddle1_Y (mm) ; Actor_1_RightHandMiddle1_Z (mm) ; Actor_1_RightHandMiddle2_X (mm) ; Actor_1_RightHandMiddle2_Y (mm) ; Actor_1_RightHandMiddle2_Z (mm) ; Actor_1_RightHandMiddle3_X (mm) ; Actor_1_RightHandMiddle3_Y (mm) ; Actor_1_RightHandMiddle3_Z (mm) ; Actor_1_RightHandRing1_X (mm) ; Actor_1_RightHandRing1_Y (mm) ; Actor_1_RightHandRing1_Z (mm) ; Actor_1_RightHandRing2_X (mm) ; Actor_1_RightHandRing2_Y (mm) ; Actor_1_RightHandRing2_Z (mm) ; Actor_1_RightHandRing3_X (mm) ; Actor_1_RightHandRing3_Y (mm) ; Actor_1_RightHandRing3_Z (mm) ; Actor_1_RightHandPinky1_X (mm) ; Actor_1_RightHandPinky1_Y (mm) ; Actor_1_RightHandPinky1_Z (mm) ; Actor_1_RightHandPinky2_X (mm) ; Actor_1_RightHandPinky2_Y (mm) ; Actor_1_RightHandPinky2_Z (mm) ; Actor_1_RightHandPinky3_X (mm) ; Actor_1_RightHandPinky3_Y (mm) ; Actor_1_RightHandPinky3_Z (mm) ; Actor_1_RightHandThumb1_X (mm) ; Actor_1_RightHandThumb1_Y (mm) ; Actor_1_RightHandThumb1_Z (mm) ; Actor_1_RightHandThumb2_X (mm) ; Actor_1_RightHandThumb2_Y (mm) ; Actor_1_RightHandThumb2_Z (mm) ; Actor_1_RightHandThumb3_X (mm) ; Actor_1_RightHandThumb3_Y (mm) ; Actor_1_RightHandThumb3_Z (mm) ; Actor_1_RightUpLeg_X (mm) ; Actor_1_RightUpLeg_Y (mm) ; Actor_1_RightUpLeg_Z (mm) ; Actor_1_RightLeg_X (mm) ; Actor_1_RightLeg_Y (mm) ; Actor_1_RightLeg_Z (mm) ; Actor_1_RightFoot_X (mm) ; Actor_1_RightFoot_Y (mm) ; Actor_1_RightFoot_Z (mm) ; Actor_1_RightToeBase_X (mm) ; Actor_1_RightToeBase_Y (mm) ; Actor_1_RightToeBase_Z (mm) ; Actor_1_LeftUpLeg_X (mm) ; Actor_1_LeftUpLeg_Y (mm) ; Actor_1_LeftUpLeg_Z (mm) ; Actor_1_LeftLeg_X (mm) ; Actor_1_LeftLeg_Y (mm) ; Actor_1_LeftLeg_Z (mm) ; Actor_1_LeftFoot_X (mm) ; Actor_1_LeftFoot_Y (mm) ; Actor_1_LeftFoot_Z (mm) ; Actor_1_LeftToeBase_X (mm) ; Actor_1_LeftToeBase_Y (mm) ; Actor_1_LeftToeBase_Z (mm) ; Actor_2_Hips_X (mm) ; Actor_2_Hips_Y (mm) ; Actor_2_Hips_Z (mm) ; Actor_2_Spine_X (mm) ; Actor_2_Spine_Y (mm) ; Actor_2_Spine_Z (mm) ; Actor_2_Spine1_X (mm) ; Actor_2_Spine1_Y (mm) ; Actor_2_Spine1_Z (mm) ; Actor_2_Spine2_X (mm) ; Actor_2_Spine2_Y (mm) ; Actor_2_Spine2_Z (mm) ; Actor_2_Neck_X (mm) ; Actor_2_Neck_Y (mm) ; Actor_2_Neck_Z (mm) ; Actor_2_Head_X (mm) ; Actor_2_Head_Y (mm) ; Actor_2_Head_Z (mm) ; Actor_2_LeftShoulder_X (mm) ; Actor_2_LeftShoulder_Y (mm) ; Actor_2_LeftShoulder_Z (mm) ; Actor_2_LeftArm_X (mm) ; Actor_2_LeftArm_Y (mm) ; Actor_2_LeftArm_Z (mm) ; Actor_2_LeftForeArm_X (mm) ; Actor_2_LeftForeArm_Y (mm) ; Actor_2_LeftForeArm_Z (mm) ; Actor_2_LeftHand_X (mm) ; Actor_2_LeftHand_Y (mm) ; Actor_2_LeftHand_Z (mm) ; Actor_2_LeftHandIndex1_X (mm) ; Actor_2_LeftHandIndex1_Y (mm) ; Actor_2_LeftHandIndex1_Z (mm) ; Actor_2_LeftHandIndex2_X (mm) ; Actor_2_LeftHandIndex2_Y (mm) ; Actor_2_LeftHandIndex2_Z (mm) ; Actor_2_LeftHandIndex3_X (mm) ; Actor_2_LeftHandIndex3_Y (mm) ; Actor_2_LeftHandIndex3_Z (mm) ; Actor_2_LeftHandMiddle1_X (mm) ; Actor_2_LeftHandMiddle1_Y (mm) ; Actor_2_LeftHandMiddle1_Z (mm) ; Actor_2_LeftHandMiddle2_X (mm) ; Actor_2_LeftHandMiddle2_Y (mm) ; Actor_2_LeftHandMiddle2_Z (mm) ; Actor_2_LeftHandMiddle3_X (mm) ; Actor_2_LeftHandMiddle3_Y (mm) ; Actor_2_LeftHandMiddle3_Z (mm) ; Actor_2_LeftHandRing1_X (mm) ; Actor_2_LeftHandRing1_Y (mm) ; Actor_2_LeftHandRing1_Z (mm) ; Actor_2_LeftHandRing2_X (mm) ; Actor_2_LeftHandRing2_Y (mm) ; Actor_2_LeftHandRing2_Z (mm) ; Actor_2_LeftHandRing3_X (mm) ; Actor_2_LeftHandRing3_Y (mm) ; Actor_2_LeftHandRing3_Z (mm) ; Actor_2_LeftHandPinky1_X (mm) ; Actor_2_LeftHandPinky1_Y (mm) ; Actor_2_LeftHandPinky1_Z (mm) ; Actor_2_LeftHandPinky2_X (mm) ; Actor_2_LeftHandPinky2_Y (mm) ; Actor_2_LeftHandPinky2_Z (mm) ; Actor_2_LeftHandPinky3_X (mm) ; Actor_2_LeftHandPinky3_Y (mm) ; Actor_2_LeftHandPinky3_Z (mm) ; Actor_2_LeftHandThumb1_X (mm) ; Actor_2_LeftHandThumb1_Y (mm) ; Actor_2_LeftHandThumb1_Z (mm) ; Actor_2_LeftHandThumb2_X (mm) ; Actor_2_LeftHandThumb2_Y (mm) ; Actor_2_LeftHandThumb2_Z (mm) ; Actor_2_LeftHandThumb3_X (mm) ; Actor_2_LeftHandThumb3_Y (mm) ; Actor_2_LeftHandThumb3_Z (mm) ; Actor_2_RightShoulder_X (mm) ; Actor_2_RightShoulder_Y (mm) ; Actor_2_RightShoulder_Z (mm) ; Actor_2_RightArm_X (mm) ; Actor_2_RightArm_Y (mm) ; Actor_2_RightArm_Z (mm) ; Actor_2_RightForeArm_X (mm) ; Actor_2_RightForeArm_Y (mm) ; Actor_2_RightForeArm_Z (mm) ; Actor_2_RightHand_X (mm) ; Actor_2_RightHand_Y (mm) ; Actor_2_RightHand_Z (mm) ; Actor_2_RightHandIndex1_X (mm) ; Actor_2_RightHandIndex1_Y (mm) ; Actor_2_RightHandIndex1_Z (mm) ; Actor_2_RightHandIndex2_X (mm) ; Actor_2_RightHandIndex2_Y (mm) ; Actor_2_RightHandIndex2_Z (mm) ; Actor_2_RightHandIndex3_X (mm) ; Actor_2_RightHandIndex3_Y (mm) ; Actor_2_RightHandIndex3_Z (mm) ; Actor_2_RightHandMiddle1_X (mm) ; Actor_2_RightHandMiddle1_Y (mm) ; Actor_2_RightHandMiddle1_Z (mm) ; Actor_2_RightHandMiddle2_X (mm) ; Actor_2_RightHandMiddle2_Y (mm) ; Actor_2_RightHandMiddle2_Z (mm) ; Actor_2_RightHandMiddle3_X (mm) ; Actor_2_RightHandMiddle3_Y (mm) ; Actor_2_RightHandMiddle3_Z (mm) ; Actor_2_RightHandRing1_X (mm) ; Actor_2_RightHandRing1_Y (mm) ; Actor_2_RightHandRing1_Z (mm) ; Actor_2_RightHandRing2_X (mm) ; Actor_2_RightHandRing2_Y (mm) ; Actor_2_RightHandRing2_Z (mm) ; Actor_2_RightHandRing3_X (mm) ; Actor_2_RightHandRing3_Y (mm) ; Actor_2_RightHandRing3_Z (mm) ; Actor_2_RightHandPinky1_X (mm) ; Actor_2_RightHandPinky1_Y (mm) ; Actor_2_RightHandPinky1_Z (mm) ; Actor_2_RightHandPinky2_X (mm) ; Actor_2_RightHandPinky2_Y (mm) ; Actor_2_RightHandPinky2_Z (mm) ; Actor_2_RightHandPinky3_X (mm) ; Actor_2_RightHandPinky3_Y (mm) ; Actor_2_RightHandPinky3_Z (mm) ; Actor_2_RightHandThumb1_X (mm) ; Actor_2_RightHandThumb1_Y (mm) ; Actor_2_RightHandThumb1_Z (mm) ; Actor_2_RightHandThumb2_X (mm) ; Actor_2_RightHandThumb2_Y (mm) ; Actor_2_RightHandThumb2_Z (mm) ; Actor_2_RightHandThumb3_X (mm) ; Actor_2_RightHandThumb3_Y (mm) ; Actor_2_RightHandThumb3_Z (mm) ; Actor_2_RightUpLeg_X (mm) ; Actor_2_RightUpLeg_Y (mm) ; Actor_2_RightUpLeg_Z (mm) ; Actor_2_RightLeg_X (mm) ; Actor_2_RightLeg_Y (mm) ; Actor_2_RightLeg_Z (mm) ; Actor_2_RightFoot_X (mm) ; Actor_2_RightFoot_Y (mm) ; Actor_2_RightFoot_Z (mm) ; Actor_2_RightToeBase_X (mm) ; Actor_2_RightToeBase_Y (mm) ; Actor_2_RightToeBase_Z (mm) ; Actor_2_LeftUpLeg_X (mm) ; Actor_2_LeftUpLeg_Y (mm) ; Actor_2_LeftUpLeg_Z (mm) ; Actor_2_LeftLeg_X (mm) ; Actor_2_LeftLeg_Y (mm) ; Actor_2_LeftLeg_Z (mm) ; Actor_2_LeftFoot_X (mm) ; Actor_2_LeftFoot_Y (mm) ; Actor_2_LeftFoot_Z (mm) ; Actor_2_LeftToeBase_X (mm) ; Actor_2_LeftToeBase_Y (mm) ; Actor_2_LeftToeBase_Z (mm) 
0.000 ; -468.769012 ; -149.990997 ; 834.047180 ; -461.475952 ; -97.311935 ; 921.647278 ; -462.729950 ; -97.337799 ; 1003.999817 ; -459.172638 ; -70.883408 ; 1104.791016 ; -455.744781 ; -64.912621 ; 1334.082275 ; -461.029236 ; -98.767700 ; 1463.854370 ; -448.449677 ; -148.489944 ; 1326.454956 ; -305.882751 ; -123.568359 ; 1358.053589 ; -20.532362 ; -157.215012 ; 1362.019287 ; 202.652054 ; -235.221420 ; 1401.564087 ; 279.002014 ; -288.807617 ; 1427.289185 ; 310.150879 ; -307.313446 ; 1425.253052 ; 331.415009 ; -319.949066 ; 1423.861328 ; 288.386932 ; -267.141327 ; 1426.346313 ; 328.392303 ; -281.127899 ; 1433.430542 ; 350.566620 ; -288.875397 ; 1437.362061 ; 292.356873 ; -244.203354 ; 1420.093140 ; 329.676331 ; -255.152496 ; 1424.251587 ; 350.942413 ; -261.385590 ; 1426.628418 ; 293.232758 ; -229.664673 ; 1405.147827 ; 318.424622 ; -232.207886 ; 1403.467041 ; 336.897949 ; -234.069702 ; 1402.238281 ; 217.124420 ; -257.365356 ; 1391.903320 ; 242.318802 ; -296.129364 ; 1388.946411 ; 259.267242 ; -321.025604 ; 1386.239380 ; -493.907715 ; -139.669815 ; 1326.904907 ; -617.165161 ; -63.193050 ; 1357.092041 ; -899.983948 ; -18.538244 ; 1332.757935 ; -1134.437744 ; -3.101205 ; 1380.225708 ; -1223.963013 ; -20.934772 ; 1412.316040 ; -1259.771851 ; -26.811642 ; 1412.530273 ; -1284.218262 ; -30.826015 ; 1412.675171 ; -1224.824951 ; 2.323583 ; 1408.229736 ; -1266.852051 ; 5.086291 ; 1416.734619 ; -1290.144897 ; 6.622910 ; 1421.452881 ; -1220.401855 ; 24.049334 ; 1398.772461 ; -1258.941162 ; 28.227507 ; 1403.986084 ; -1280.899780 ; 30.615023 ; 1406.963257 ; -1216.518921 ; 35.736675 ; 1381.925171 ; -1240.947754 ; 42.413776 ; 1380.320923 ; -1258.860229 ; 47.313534 ; 1379.147827 ; -1156.372437 ; -19.474642 ; 1373.598633 ; -1194.072266 ; -46.306541 ; 1375.815063 ; -1219.031494 ; -63.366516 ; 1376.430542 ; -562.896423 ; -124.501312 ; 872.897583 ; -565.875549 ; -85.391220 ; 455.299622 ; -574.276733 ; -29.156204 ; 47.453003 ; -578.294250 ; -122.633614 ; 0.000000 ; -372.619019 ; -155.645432 ; 875.788147 ; -350.148315 ; -112.363724 ; 459.193848 ; -340.281860 ; -41.958115 ; 53.586227 ; -365.779388 ; -127.733093 ; -1.172190 ; -34.105999 ; 852.982971 ; 869.810059 ; -27.907892 ; 896.745789 ; 965.636658 ; -32.121548 ; 887.511047 ; 1049.840454 ; -31.245356 ; 903.941345 ; 1155.941162 ; -36.262886 ; 892.099976 ; 1391.812866 ; -47.479481 ; 847.384155 ; 1522.111206 ; -30.589249 ; 806.704224 ; 1377.652588 ; 118.073959 ; 826.102478 ; 1405.818237 ; 396.066650 ; 799.161011 ; 1308.067627 ; 629.902100 ; 722.700928 ; 1287.905273 ; 713.566956 ; 668.824524 ; 1292.975830 ; 744.329590 ; 650.323608 ; 1282.594727 ; 765.329712 ; 637.691345 ; 1275.505249 ; 722.297424 ; 691.299377 ; 1289.692627 ; 764.209900 ; 677.589661 ; 1286.073975 ; 787.443237 ; 669.995728 ; 1284.074219 ; 724.213989 ; 714.998230 ; 1282.564941 ; 762.630005 ; 704.373962 ; 1276.764526 ; 784.523804 ; 698.326477 ; 1273.465454 ; 720.891418 ; 730.011597 ; 1267.551758 ; 745.556702 ; 727.839905 ; 1259.200439 ; 763.645447 ; 726.250854 ; 1253.080322 ; 642.114075 ; 700.174927 ; 1274.322754 ; 667.043213 ; 660.712341 ; 1264.471069 ; 683.603760 ; 635.382996 ; 1257.137817 ; -77.147308 ; 817.003662 ; 1377.179321 ; -204.381439 ; 897.492249 ; 1401.910889 ; -462.165466 ; 993.329529 ; 1292.715820 ; -701.479980 ; 1009.544922 ; 1350.998047 ; -787.780640 ; 1011.198853 ; 1400.773926 ; -822.630127 ; 1002.774658 ; 1411.306763 ; -846.421204 ; 997.020203 ; 1418.497559 ; -793.579529 ; 1023.069641 ; 1380.339233 ; -836.476074 ; 1025.970581 ; 1390.787842 ; -860.252502 ; 1027.586060 ; 1396.578003 ; -793.756104 ; 1030.424438 ; 1356.632935 ; -833.453735 ; 1032.129028 ; 1363.228638 ; -856.075012 ; 1033.109619 ; 1366.984985 ; -792.396362 ; 1025.351074 ; 1335.794922 ; -818.435730 ; 1025.209961 ; 1333.611084 ; -837.530396 ; 1025.111816 ; 1332.008789 ; -720.166016 ; 990.736267 ; 1362.749756 ; -752.488159 ; 969.944336 ; 1391.012573 ; -774.039795 ; 955.970337 ; 1408.615356 ; -131.428162 ; 878.263489 ; 909.482666 ; -182.735535 ; 907.462769 ; 481.615997 ; -207.677017 ; 942.771851 ; 59.778282 ; -225.880737 ; 854.647766 ; 0.000000 ; 63.115891 ; 838.856384 ; 914.899109 ; 115.040436 ; 832.593262 ; 486.154236 ; 149.943634 ; 854.779480 ; 64.128883 ; 107.241402 ; 772.427551 ; 8.761623 
0.033 ; -468.979004 ; -150.395996 ; 834.113220 ; -462.400452 ; -97.465378 ; 921.618164 ; -462.453552 ; -97.525040 ; 1003.980225 ; -458.433899 ; -71.050423 ; 1104.748779 ; -452.790924 ; -65.928070 ; 1334.016724 ; -456.027802 ; -100.408531 ; 1463.691284 ; -443.798370 ; -149.299683 ; 1325.962524 ; -301.168243 ; -121.533989 ; 1354.782593 ; -16.450491 ; -159.906860 ; 1348.782715 ; 204.667343 ; -232.411407 ; 1406.315796 ; 279.725372 ; -282.538086 ; 1441.189697 ; 310.880066 ; -301.092651 ; 1442.594849 ; 332.148254 ; -313.761749 ; 1443.552734 ; 289.202179 ; -261.104279 ; 1438.160522 ; 328.837280 ; -274.105103 ; 1448.469727 ; 350.806183 ; -281.305695 ; 1454.188110 ; 293.494202 ; -239.027466 ; 1429.488403 ; 330.576508 ; -249.352051 ; 1436.432861 ; 351.707184 ; -255.228470 ; 1440.396484 ; 295.034485 ; -226.298080 ; 1413.023560 ; 320.267334 ; -228.966721 ; 1412.700684 ; 338.770599 ; -230.920105 ; 1412.467407 ; 219.468536 ; -255.488541 ; 1399.873291 ; 244.655640 ; -294.285065 ; 1402.439819 ; 261.632507 ; -319.293365 ; 1403.318359 ; -489.426727 ; -141.452087 ; 1326.910156 ; -614.101257 ; -67.721077 ; 1358.092773 ; -894.343384 ; -10.612923 ; 1330.241943 ; -1129.523193 ; -1.144424 ; 1375.639038 ; -1218.847046 ; -21.254725 ; 1406.934448 ; -1254.495972 ; -28.037870 ; 1406.831543 ; -1278.832886 ; -32.670948 ; 1406.759888 ; -1220.262573 ; 1.975841 ; 1402.844482 ; -1262.419678 ; 3.668658 ; 1410.978149 ; -1285.784668 ; 4.612304 ; 1415.490601 ; -1216.308472 ; 23.810362 ; 1393.429932 ; -1254.985962 ; 27.007887 ; 1398.303589 ; -1277.023560 ; 28.836651 ; 1401.086914 ; -1212.574707 ; 35.598808 ; 1376.619507 ; -1237.149902 ; 41.654881 ; 1374.800415 ; -1255.169800 ; 46.099262 ; 1373.469971 ; -1150.976074 ; -18.066320 ; 1368.816040 ; -1188.001465 ; -45.846470 ; 1370.695068 ; -1212.524536 ; -63.534134 ; 1371.087402 ; -563.424011 ; -128.462891 ; 874.339172 ; -569.676453 ; -90.094910 ; 456.708557 ; -569.377319 ; -32.713333 ; 48.935234 ; -575.280762 ; -125.539406 ; 0.412835 ; -372.086823 ; -152.418625 ; 874.448242 ; -353.787811 ; -110.520386 ; 457.508484 ; -339.550476 ; -35.929619 ; 52.779755 ; -361.129333 ; -123.451981 ; -0.887218 ; -32.278000 ; 849.646973 ; 869.797058 ; -26.323151 ; 893.947754 ; 965.391602 ; -31.244566 ; 885.289063 ; 1049.618286 ; -30.946051 ; 902.425476 ; 1155.610352 ; -37.434406 ; 892.545227 ; 1391.536499 ; -49.745216 ; 848.976990 ; 1522.124512 ; -32.309006 ; 806.997498 ; 1378.103271 ; 116.440918 ; 825.549011 ; 1406.381226 ; 392.627045 ; 795.732727 ; 1304.434448 ; 628.555420 ; 724.400757 ; 1290.971558 ; 713.428162 ; 672.912842 ; 1299.562134 ; 744.794128 ; 654.768860 ; 1290.431763 ; 766.206177 ; 642.380127 ; 1284.196167 ; 721.654541 ; 695.440918 ; 1295.447021 ; 763.942322 ; 682.650146 ; 1293.029419 ; 787.383484 ; 675.565918 ; 1291.695190 ; 723.099854 ; 718.856689 ; 1287.339722 ; 761.851013 ; 708.966858 ; 1282.559570 ; 783.935608 ; 703.338318 ; 1279.841675 ; 719.644714 ; 733.130798 ; 1271.650757 ; 744.483337 ; 731.228638 ; 1263.760132 ; 762.699036 ; 729.837463 ; 1257.977661 ; 641.527344 ; 701.633362 ; 1278.545288 ; 667.568542 ; 662.428711 ; 1270.756470 ; 684.858398 ; 637.236206 ; 1264.756470 ; -78.786102 ; 817.634277 ; 1377.270508 ; -205.546616 ; 899.239197 ; 1400.743652 ; -464.214813 ; 991.358398 ; 1290.445190 ; -703.233887 ; 1012.188782 ; 1348.472534 ; -789.385803 ; 1016.823303 ; 1398.317993 ; -824.274475 ; 1009.176025 ; 1409.303711 ; -848.092468 ; 1003.952026 ; 1416.803833 ; -795.142151 ; 1027.796997 ; 1377.376099 ; -837.985779 ; 1031.525269 ; 1387.779175 ; -861.732788 ; 1033.599243 ; 1393.543945 ; -795.321777 ; 1034.064087 ; 1353.359253 ; -834.986572 ; 1036.395020 ; 1359.960815 ; -857.589111 ; 1037.732544 ; 1363.720093 ; -794.058716 ; 1028.034302 ; 1332.771484 ; -820.104065 ; 1028.008545 ; 1330.655762 ; -839.203125 ; 1027.994995 ; 1329.103271 ; -722.041077 ; 994.090515 ; 1361.112915 ; -754.456116 ; 974.876709 ; 1390.368774 ; -776.073914 ; 961.898499 ; 1408.640137 ; -129.618546 ; 876.181458 ; 908.596069 ; -182.167618 ; 908.838928 ; 481.130249 ; -200.263397 ; 941.534851 ; 58.733074 ; -219.714050 ; 849.278381 ; 5.997142 ; 64.461662 ; 834.802002 ; 915.685425 ; 114.531708 ; 832.262451 ; 486.681824 ; 153.001022 ; 861.587646 ; 65.402824 ; 110.736107 ; 778.949524 ; 10.126491 
